0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,label
16,-16160,-128,3780,-17824,-3604,4332,-16256,-3136,3044,-16892,-2528,300,-16224,-2796,-724,-17372,-3660,856,-16020,-1632,1000,-17620,-3352,2464,-16684,-724,7388,-14792,-2988,7220,-15052,-1556,2328,-15568,-2384,-1176,-17560,-3208,572,-15936,-3708,4088,-17224,-3996,3584,-16836,-3448,1124,-16696,-3160,624,-16764,-3272,824,-16672,-3168,644,-16988,-4460,1232,-16672,-4312,900,-16392,-3920,740,-16584,-4312,780,-16792,-4116,44,-16508,-3480,normal
-724,-17372,-3660,856,-16020,-1632,1000,-17620,-3352,2464,-16684,-724,7388,-14792,-2988,7220,-15052,-1556,2328,-15568,-2384,-1176,-17560,-3208,572,-15936,-3708,4088,-17224,-3996,3584,-16836,-3448,1124,-16696,-3160,624,-16764,-3272,824,-16672,-3168,644,-16988,-4460,1232,-16672,-4312,900,-16392,-3920,740,-16584,-4312,780,-16792,-4116,44,-16508,-3480,712,-16612,-3976,492,-16624,-4012,1188,-17304,-4628,3224,-16096,-2564,2984,-17084,-4044,normal
7220,-15052,-1556,2328,-15568,-2384,-1176,-17560,-3208,572,-15936,-3708,4088,-17224,-3996,3584,-16836,-3448,1124,-16696,-3160,624,-16764,-3272,824,-16672,-3168,644,-16988,-4460,1232,-16672,-4312,900,-16392,-3920,740,-16584,-4312,780,-16792,-4116,44,-16508,-3480,712,-16612,-3976,492,-16624,-4012,1188,-17304,-4628,3224,-16096,-2564,2984,-17084,-4044,2800,-16056,-1176,3528,-15504,-2192,2360,-16748,-2132,2524,-16896,-3372,2380,-16700,-2300,normal
3584,-16836,-3448,1124,-16696,-3160,624,-16764,-3272,824,-16672,-3168,644,-16988,-4460,1232,-16672,-4312,900,-16392,-3920,740,-16584,-4312,780,-16792,-4116,44,-16508,-3480,712,-16612,-3976,492,-16624,-4012,1188,-17304,-4628,3224,-16096,-2564,2984,-17084,-4044,2800,-16056,-1176,3528,-15504,-2192,2360,-16748,-2132,2524,-16896,-3372,2380,-16700,-2300,1704,-16120,-3728,4392,-17144,-4056,1564,-15832,-4644,1208,-17128,-3480,1808,-17216,-2464,normal
1232,-16672,-4312,900,-16392,-3920,740,-16584,-4312,780,-16792,-4116,44,-16508,-3480,712,-16612,-3976,492,-16624,-4012,1188,-17304,-4628,3224,-16096,-2564,2984,-17084,-4044,2800,-16056,-1176,3528,-15504,-2192,2360,-16748,-2132,2524,-16896,-3372,2380,-16700,-2300,1704,-16120,-3728,4392,-17144,-4056,1564,-15832,-4644,1208,-17128,-3480,1808,-17216,-2464,1200,-16960,-3016,1268,-17132,-2720,1708,-16272,-2856,548,-16928,-3052,432,-17128,-2420,normal
712,-16612,-3976,492,-16624,-4012,1188,-17304,-4628,3224,-16096,-2564,2984,-17084,-4044,2800,-16056,-1176,3528,-15504,-2192,2360,-16748,-2132,2524,-16896,-3372,2380,-16700,-2300,1704,-16120,-3728,4392,-17144,-4056,1564,-15832,-4644,1208,-17128,-3480,1808,-17216,-2464,1200,-16960,-3016,1268,-17132,-2720,1708,-16272,-2856,548,-16928,-3052,432,-17128,-2420,812,-16072,-2236,736,-16952,-3404,996,-16696,-3876,888,-16884,-3288,752,-16468,-2612,normal
2800,-16056,-1176,3528,-15504,-2192,2360,-16748,-2132,2524,-16896,-3372,2380,-16700,-2300,1704,-16120,-3728,4392,-17144,-4056,1564,-15832,-4644,1208,-17128,-3480,1808,-17216,-2464,1200,-16960,-3016,1268,-17132,-2720,1708,-16272,-2856,548,-16928,-3052,432,-17128,-2420,812,-16072,-2236,736,-16952,-3404,996,-16696,-3876,888,-16884,-3288,752,-16468,-2612,828,-16936,-4276,592,-16488,-4892,-700,-16916,-3488,856,-16220,-3032,252,-16872,-4600,normal
1704,-16120,-3728,4392,-17144,-4056,1564,-15832,-4644,1208,-17128,-3480,1808,-17216,-2464,1200,-16960,-3016,1268,-17132,-2720,1708,-16272,-2856,548,-16928,-3052,432,-17128,-2420,812,-16072,-2236,736,-16952,-3404,996,-16696,-3876,888,-16884,-3288,752,-16468,-2612,828,-16936,-4276,592,-16488,-4892,-700,-16916,-3488,856,-16220,-3032,252,-16872,-4600,48,-16696,-4736,-216,-16824,-3064,1020,-16004,-2616,872,-16600,-4488,540,-17048,-4036,normal
1200,-16960,-3016,1268,-17132,-2720,1708,-16272,-2856,548,-16928,-3052,432,-17128,-2420,812,-16072,-2236,736,-16952,-3404,996,-16696,-3876,888,-16884,-3288,752,-16468,-2612,828,-16936,-4276,592,-16488,-4892,-700,-16916,-3488,856,-16220,-3032,252,-16872,-4600,48,-16696,-4736,-216,-16824,-3064,1020,-16004,-2616,872,-16600,-4488,540,-17048,-4036,840,-16316,-3048,11288,-13008,-7544,9412,-14120,-7004,8572,-14072,-6840,8644,-13704,-7040,normal
812,-16072,-2236,736,-16952,-3404,996,-16696,-3876,888,-16884,-3288,752,-16468,-2612,828,-16936,-4276,592,-16488,-4892,-700,-16916,-3488,856,-16220,-3032,252,-16872,-4600,48,-16696,-4736,-216,-16824,-3064,1020,-16004,-2616,872,-16600,-4488,540,-17048,-4036,840,-16316,-3048,11288,-13008,-7544,9412,-14120,-7004,8572,-14072,-6840,8644,-13704,-7040,8536,-13756,-6828,8336,-14340,-6888,8624,-13956,-6492,8568,-13844,-6708,8812,-13860,-6660,normal
828,-16936,-4276,592,-16488,-4892,-700,-16916,-3488,856,-16220,-3032,252,-16872,-4600,48,-16696,-4736,-216,-16824,-3064,1020,-16004,-2616,872,-16600,-4488,540,-17048,-4036,840,-16316,-3048,11288,-13008,-7544,9412,-14120,-7004,8572,-14072,-6840,8644,-13704,-7040,8536,-13756,-6828,8336,-14340,-6888,8624,-13956,-6492,8568,-13844,-6708,8812,-13860,-6660,8280,-14072,-6836,8676,-14192,-6780,8816,-14048,-6800,8572,-13904,-6732,8620,-13900,-6636,normal
48,-16696,-4736,-216,-16824,-3064,1020,-16004,-2616,872,-16600,-4488,540,-17048,-4036,840,-16316,-3048,11288,-13008,-7544,9412,-14120,-7004,8572,-14072,-6840,8644,-13704,-7040,8536,-13756,-6828,8336,-14340,-6888,8624,-13956,-6492,8568,-13844,-6708,8812,-13860,-6660,8280,-14072,-6836,8676,-14192,-6780,8816,-14048,-6800,8572,-13904,-6732,8620,-13900,-6636,8936,-13816,-6528,8640,-13980,-6500,8912,-14036,-6500,8572,-13840,-6356,8136,-13988,-6280,normal
840,-16316,-3048,11288,-13008,-7544,9412,-14120,-7004,8572,-14072,-6840,8644,-13704,-7040,8536,-13756,-6828,8336,-14340,-6888,8624,-13956,-6492,8568,-13844,-6708,8812,-13860,-6660,8280,-14072,-6836,8676,-14192,-6780,8816,-14048,-6800,8572,-13904,-6732,8620,-13900,-6636,8936,-13816,-6528,8640,-13980,-6500,8912,-14036,-6500,8572,-13840,-6356,8136,-13988,-6280,8456,-14248,-5148,4952,-15916,-3088,-1388,-16120,-2528,788,-16052,-244,260,-17092,-3248,normal
8536,-13756,-6828,8336,-14340,-6888,8624,-13956,-6492,8568,-13844,-6708,8812,-13860,-6660,8280,-14072,-6836,8676,-14192,-6780,8816,-14048,-6800,8572,-13904,-6732,8620,-13900,-6636,8936,-13816,-6528,8640,-13980,-6500,8912,-14036,-6500,8572,-13840,-6356,8136,-13988,-6280,8456,-14248,-5148,4952,-15916,-3088,-1388,-16120,-2528,788,-16052,-244,260,-17092,-3248,1192,-16892,-3876,1600,-17080,-2772,1296,-15872,-1728,640,-17224,-2664,2276,-17508,-3840,normal
8280,-14072,-6836,8676,-14192,-6780,8816,-14048,-6800,8572,-13904,-6732,8620,-13900,-6636,8936,-13816,-6528,8640,-13980,-6500,8912,-14036,-6500,8572,-13840,-6356,8136,-13988,-6280,8456,-14248,-5148,4952,-15916,-3088,-1388,-16120,-2528,788,-16052,-244,260,-17092,-3248,1192,-16892,-3876,1600,-17080,-2772,1296,-15872,-1728,640,-17224,-2664,2276,-17508,-3840,-216,-16944,-2744,112,-16760,-684,2348,-16936,-704,3476,-16128,-2752,1612,-15728,-1920,normal
8936,-13816,-6528,8640,-13980,-6500,8912,-14036,-6500,8572,-13840,-6356,8136,-13988,-6280,8456,-14248,-5148,4952,-15916,-3088,-1388,-16120,-2528,788,-16052,-244,260,-17092,-3248,1192,-16892,-3876,1600,-17080,-2772,1296,-15872,-1728,640,-17224,-2664,2276,-17508,-3840,-216,-16944,-2744,112,-16760,-684,2348,-16936,-704,3476,-16128,-2752,1612,-15728,-1920,1312,-15152,-52,-348,-16464,-4852,1676,-18016,-4716,2688,-16620,-2824,2732,-16384,-2044,normal
8456,-14248,-5148,4952,-15916,-3088,-1388,-16120,-2528,788,-16052,-244,260,-17092,-3248,1192,-16892,-3876,1600,-17080,-2772,1296,-15872,-1728,640,-17224,-2664,2276,-17508,-3840,-216,-16944,-2744,112,-16760,-684,2348,-16936,-704,3476,-16128,-2752,1612,-15728,-1920,1312,-15152,-52,-348,-16464,-4852,1676,-18016,-4716,2688,-16620,-2824,2732,-16384,-2044,-756,-18228,-4524,-392,-15332,-5252,-900,-17012,-2716,1292,-17388,-2216,3624,-16772,-5208,normal
1192,-16892,-3876,1600,-17080,-2772,1296,-15872,-1728,640,-17224,-2664,2276,-17508,-3840,-216,-16944,-2744,112,-16760,-684,2348,-16936,-704,3476,-16128,-2752,1612,-15728,-1920,1312,-15152,-52,-348,-16464,-4852,1676,-18016,-4716,2688,-16620,-2824,2732,-16384,-2044,-756,-18228,-4524,-392,-15332,-5252,-900,-17012,-2716,1292,-17388,-2216,3624,-16772,-5208,4252,-15628,-5100,3848,-16624,-3484,2444,-16324,-4308,1668,-16028,-4664,2956,-16376,-4864,normal
-216,-16944,-2744,112,-16760,-684,2348,-16936,-704,3476,-16128,-2752,1612,-15728,-1920,1312,-15152,-52,-348,-16464,-4852,1676,-18016,-4716,2688,-16620,-2824,2732,-16384,-2044,-756,-18228,-4524,-392,-15332,-5252,-900,-17012,-2716,1292,-17388,-2216,3624,-16772,-5208,4252,-15628,-5100,3848,-16624,-3484,2444,-16324,-4308,1668,-16028,-4664,2956,-16376,-4864,4048,-16064,-6420,3788,-17636,-7432,-8,-17448,-5824,-1028,-15676,-4908,5448,-16504,-2312,normal
1312,-15152,-52,-348,-16464,-4852,1676,-18016,-4716,2688,-16620,-2824,2732,-16384,-2044,-756,-18228,-4524,-392,-15332,-5252,-900,-17012,-2716,1292,-17388,-2216,3624,-16772,-5208,4252,-15628,-5100,3848,-16624,-3484,2444,-16324,-4308,1668,-16028,-4664,2956,-16376,-4864,4048,-16064,-6420,3788,-17636,-7432,-8,-17448,-5824,-1028,-15676,-4908,5448,-16504,-2312,2508,-15752,-1696,4608,-16928,-860,4660,-16100,-2632,1932,-16556,-1316,1864,-17300,-1748,normal
-756,-18228,-4524,-392,-15332,-5252,-900,-17012,-2716,1292,-17388,-2216,3624,-16772,-5208,4252,-15628,-5100,3848,-16624,-3484,2444,-16324,-4308,1668,-16028,-4664,2956,-16376,-4864,4048,-16064,-6420,3788,-17636,-7432,-8,-17448,-5824,-1028,-15676,-4908,5448,-16504,-2312,2508,-15752,-1696,4608,-16928,-860,4660,-16100,-2632,1932,-16556,-1316,1864,-17300,-1748,-268,-16564,-3932,2100,-16664,-3800,4292,-14388,-1724,3604,-17024,-2844,2876,-16580,-1780,normal
4252,-15628,-5100,3848,-16624,-3484,2444,-16324,-4308,1668,-16028,-4664,2956,-16376,-4864,4048,-16064,-6420,3788,-17636,-7432,-8,-17448,-5824,-1028,-15676,-4908,5448,-16504,-2312,2508,-15752,-1696,4608,-16928,-860,4660,-16100,-2632,1932,-16556,-1316,1864,-17300,-1748,-268,-16564,-3932,2100,-16664,-3800,4292,-14388,-1724,3604,-17024,-2844,2876,-16580,-1780,1472,-17196,-2088,1144,-16148,-3672,5136,-16740,-2296,2808,-14956,-180,524,-15940,-2052,normal
4048,-16064,-6420,3788,-17636,-7432,-8,-17448,-5824,-1028,-15676,-4908,5448,-16504,-2312,2508,-15752,-1696,4608,-16928,-860,4660,-16100,-2632,1932,-16556,-1316,1864,-17300,-1748,-268,-16564,-3932,2100,-16664,-3800,4292,-14388,-1724,3604,-17024,-2844,2876,-16580,-1780,1472,-17196,-2088,1144,-16148,-3672,5136,-16740,-2296,2808,-14956,-180,524,-15940,-2052,756,-16900,-2516,1160,-17048,-3540,260,-19512,-2496,-3040,-16104,-800,592,-17524,-2568,normal
2508,-15752,-1696,4608,-16928,-860,4660,-16100,-2632,1932,-16556,-1316,1864,-17300,-1748,-268,-16564,-3932,2100,-16664,-3800,4292,-14388,-1724,3604,-17024,-2844,2876,-16580,-1780,1472,-17196,-2088,1144,-16148,-3672,5136,-16740,-2296,2808,-14956,-180,524,-15940,-2052,756,-16900,-2516,1160,-17048,-3540,260,-19512,-2496,-3040,-16104,-800,592,-17524,-2568,2788,-13504,-1908,1584,-14052,-2456,3496,-16472,-640,2024,-15532,-5140,1672,-16636,-4868,normal
-268,-16564,-3932,2100,-16664,-3800,4292,-14388,-1724,3604,-17024,-2844,2876,-16580,-1780,1472,-17196,-2088,1144,-16148,-3672,5136,-16740,-2296,2808,-14956,-180,524,-15940,-2052,756,-16900,-2516,1160,-17048,-3540,260,-19512,-2496,-3040,-16104,-800,592,-17524,-2568,2788,-13504,-1908,1584,-14052,-2456,3496,-16472,-640,2024,-15532,-5140,1672,-16636,-4868,1716,-16624,-6176,1984,-16560,-6560,996,-16840,-4312,12,-16360,-4572,-60,-16512,-1320,normal
1472,-17196,-2088,1144,-16148,-3672,5136,-16740,-2296,2808,-14956,-180,524,-15940,-2052,756,-16900,-2516,1160,-17048,-3540,260,-19512,-2496,-3040,-16104,-800,592,-17524,-2568,2788,-13504,-1908,1584,-14052,-2456,3496,-16472,-640,2024,-15532,-5140,1672,-16636,-4868,1716,-16624,-6176,1984,-16560,-6560,996,-16840,-4312,12,-16360,-4572,-60,-16512,-1320,1760,-14828,-2208,1704,-16432,-3300,1920,-17192,-2912,1260,-18780,-3968,1140,-16920,-6388,normal
756,-16900,-2516,1160,-17048,-3540,260,-19512,-2496,-3040,-16104,-800,592,-17524,-2568,2788,-13504,-1908,1584,-14052,-2456,3496,-16472,-640,2024,-15532,-5140,1672,-16636,-4868,1716,-16624,-6176,1984,-16560,-6560,996,-16840,-4312,12,-16360,-4572,-60,-16512,-1320,1760,-14828,-2208,1704,-16432,-3300,1920,-17192,-2912,1260,-18780,-3968,1140,-16920,-6388,3588,-18112,-4444,4360,-14920,-2400,488,-17972,-4096,1456,-16516,-4924,172,-17316,-2884,normal
2788,-13504,-1908,1584,-14052,-2456,3496,-16472,-640,2024,-15532,-5140,1672,-16636,-4868,1716,-16624,-6176,1984,-16560,-6560,996,-16840,-4312,12,-16360,-4572,-60,-16512,-1320,1760,-14828,-2208,1704,-16432,-3300,1920,-17192,-2912,1260,-18780,-3968,1140,-16920,-6388,3588,-18112,-4444,4360,-14920,-2400,488,-17972,-4096,1456,-16516,-4924,172,-17316,-2884,2360,-16344,-1816,1824,-16888,-2560,912,-17708,-2416,968,-16740,-1756,3120,-16864,-1644,normal
1716,-16624,-6176,1984,-16560,-6560,996,-16840,-4312,12,-16360,-4572,-60,-16512,-1320,1760,-14828,-2208,1704,-16432,-3300,1920,-17192,-2912,1260,-18780,-3968,1140,-16920,-6388,3588,-18112,-4444,4360,-14920,-2400,488,-17972,-4096,1456,-16516,-4924,172,-17316,-2884,2360,-16344,-1816,1824,-16888,-2560,912,-17708,-2416,968,-16740,-1756,3120,-16864,-1644,2008,-16852,-1936,84,-16040,-2508,1636,-17304,-1024,2152,-15728,-1708,1808,-14360,-160,normal
1760,-14828,-2208,1704,-16432,-3300,1920,-17192,-2912,1260,-18780,-3968,1140,-16920,-6388,3588,-18112,-4444,4360,-14920,-2400,488,-17972,-4096,1456,-16516,-4924,172,-17316,-2884,2360,-16344,-1816,1824,-16888,-2560,912,-17708,-2416,968,-16740,-1756,3120,-16864,-1644,2008,-16852,-1936,84,-16040,-2508,1636,-17304,-1024,2152,-15728,-1708,1808,-14360,-160,3556,-16568,-940,-2896,-15604,-2100,380,-16508,-208,4544,-14824,2628,3396,-15092,2052,normal
16456,4716,-4204,17056,5740,-2396,17392,1912,-4708,16632,892,-7524,15672,496,-9028,15640,1012,-9364,15400,1824,-9448,13924,4968,-10192,11164,7548,-10624,6416,8212,-14648,2416,10992,-14760,-756,12576,-11164,-2024,14240,-9628,-3732,13876,-6704,-5072,14152,-6968,-5344,14416,-7776,-4916,14360,-7704,-4684,14144,-7792,-4188,14152,-7776,-4504,13964,-7796,-4280,14064,-8516,-2236,14196,-9404,-3056,13708,-9356,-2100,13752,-10272,-104,12940,-11016,fall
15640,1012,-9364,15400,1824,-9448,13924,4968,-10192,11164,7548,-10624,6416,8212,-14648,2416,10992,-14760,-756,12576,-11164,-2024,14240,-9628,-3732,13876,-6704,-5072,14152,-6968,-5344,14416,-7776,-4916,14360,-7704,-4684,14144,-7792,-4188,14152,-7776,-4504,13964,-7796,-4280,14064,-8516,-2236,14196,-9404,-3056,13708,-9356,-2100,13752,-10272,-104,12940,-11016,1412,12648,-12448,2808,11432,-14100,3732,10308,-14252,5004,10952,-14408,7400,10392,-14080,fall
2416,10992,-14760,-756,12576,-11164,-2024,14240,-9628,-3732,13876,-6704,-5072,14152,-6968,-5344,14416,-7776,-4916,14360,-7704,-4684,14144,-7792,-4188,14152,-7776,-4504,13964,-7796,-4280,14064,-8516,-2236,14196,-9404,-3056,13708,-9356,-2100,13752,-10272,-104,12940,-11016,1412,12648,-12448,2808,11432,-14100,3732,10308,-14252,5004,10952,-14408,7400,10392,-14080,10896,9244,-8864,13660,7604,-6292,14872,7024,-9788,14804,3044,-12232,12040,-316,-13676,fall
-5344,14416,-7776,-4916,14360,-7704,-4684,14144,-7792,-4188,14152,-7776,-4504,13964,-7796,-4280,14064,-8516,-2236,14196,-9404,-3056,13708,-9356,-2100,13752,-10272,-104,12940,-11016,1412,12648,-12448,2808,11432,-14100,3732,10308,-14252,5004,10952,-14408,7400,10392,-14080,10896,9244,-8864,13660,7604,-6292,14872,7024,-9788,14804,3044,-12232,12040,-316,-13676,12908,-6800,-10576,12096,-7884,-11204,12100,-9668,-9968,11944,-9684,-10696,8932,-10088,-10696,fall
-4280,14064,-8516,-2236,14196,-9404,-3056,13708,-9356,-2100,13752,-10272,-104,12940,-11016,1412,12648,-12448,2808,11432,-14100,3732,10308,-14252,5004,10952,-14408,7400,10392,-14080,10896,9244,-8864,13660,7604,-6292,14872,7024,-9788,14804,3044,-12232,12040,-316,-13676,12908,-6800,-10576,12096,-7884,-11204,12100,-9668,-9968,11944,-9684,-10696,8932,-10088,-10696,8516,-10448,-11984,9192,-11004,-11168,9348,-10156,-11912,9600,-9784,-11940,10868,-9200,-12184,fall
1412,12648,-12448,2808,11432,-14100,3732,10308,-14252,5004,10952,-14408,7400,10392,-14080,10896,9244,-8864,13660,7604,-6292,14872,7024,-9788,14804,3044,-12232,12040,-316,-13676,12908,-6800,-10576,12096,-7884,-11204,12100,-9668,-9968,11944,-9684,-10696,8932,-10088,-10696,8516,-10448,-11984,9192,-11004,-11168,9348,-10156,-11912,9600,-9784,-11940,10868,-9200,-12184,11492,-8032,-11448,12744,-6436,-10912,14344,-5676,-11372,14720,-2364,-10092,14952,-796,-7568,fall
10896,9244,-8864,13660,7604,-6292,14872,7024,-9788,14804,3044,-12232,12040,-316,-13676,12908,-6800,-10576,12096,-7884,-11204,12100,-9668,-9968,11944,-9684,-10696,8932,-10088,-10696,8516,-10448,-11984,9192,-11004,-11168,9348,-10156,-11912,9600,-9784,-11940,10868,-9200,-12184,11492,-8032,-11448,12744,-6436,-10912,14344,-5676,-11372,14720,-2364,-10092,14952,-796,-7568,19100,2620,-7012,16668,2432,-4748,15704,1956,-6216,16404,1060,-7340,16240,884,-7152,fall
12908,-6800,-10576,12096,-7884,-11204,12100,-9668,-9968,11944,-9684,-10696,8932,-10088,-10696,8516,-10448,-11984,9192,-11004,-11168,9348,-10156,-11912,9600,-9784,-11940,10868,-9200,-12184,11492,-8032,-11448,12744,-6436,-10912,14344,-5676,-11372,14720,-2364,-10092,14952,-796,-7568,19100,2620,-7012,16668,2432,-4748,15704,1956,-6216,16404,1060,-7340,16240,884,-7152,16220,-464,-7884,16396,-576,-8136,16324,1144,-6424,16484,1096,-6892,16632,288,-7108,fall
