0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,label
13696,-2452,-9208,14648,-2504,-9360,15512,-2352,-9452,15564,-3072,-8740,15200,-2712,-9148,15036,-2584,-9432,15384,-2396,-9196,15204,-2308,-9540,15368,-2168,-9920,15216,-2404,-9184,15400,-2560,-9548,15064,-2716,-9548,15516,-2532,-9720,14832,-2136,-10608,15020,-2556,-10632,14208,-3120,-10052,14964,-2932,-10808,15012,-1892,-9824,15320,-2468,-10056,15060,-2412,-9896,15032,-2392,-10016,15060,-2376,-9856,15304,-2124,-9604,15916,-2012,-8676,15656,-2132,-8760,fall
15036,-2584,-9432,15384,-2396,-9196,15204,-2308,-9540,15368,-2168,-9920,15216,-2404,-9184,15400,-2560,-9548,15064,-2716,-9548,15516,-2532,-9720,14832,-2136,-10608,15020,-2556,-10632,14208,-3120,-10052,14964,-2932,-10808,15012,-1892,-9824,15320,-2468,-10056,15060,-2412,-9896,15032,-2392,-10016,15060,-2376,-9856,15304,-2124,-9604,15916,-2012,-8676,15656,-2132,-8760,13368,-1128,-9996,15208,-1792,-10108,15584,-1840,-9968,15516,-2256,-9976,15588,-3432,-10064,fall
15400,-2560,-9548,15064,-2716,-9548,15516,-2532,-9720,14832,-2136,-10608,15020,-2556,-10632,14208,-3120,-10052,14964,-2932,-10808,15012,-1892,-9824,15320,-2468,-10056,15060,-2412,-9896,15032,-2392,-10016,15060,-2376,-9856,15304,-2124,-9604,15916,-2012,-8676,15656,-2132,-8760,13368,-1128,-9996,15208,-1792,-10108,15584,-1840,-9968,15516,-2256,-9976,15588,-3432,-10064,15800,-384,-13280,11844,-588,-13528,12692,-1852,-15672,13448,-3296,-10840,22728,1756,-12860,fall
14208,-3120,-10052,14964,-2932,-10808,15012,-1892,-9824,15320,-2468,-10056,15060,-2412,-9896,15032,-2392,-10016,15060,-2376,-9856,15304,-2124,-9604,15916,-2012,-8676,15656,-2132,-8760,13368,-1128,-9996,15208,-1792,-10108,15584,-1840,-9968,15516,-2256,-9976,15588,-3432,-10064,15800,-384,-13280,11844,-588,-13528,12692,-1852,-15672,13448,-3296,-10840,22728,1756,-12860,12832,-108,-10788,19432,-648,-10260,16536,-1396,-7972,17328,-1588,-8620,16748,-4772,-7972,fall
15032,-2392,-10016,15060,-2376,-9856,15304,-2124,-9604,15916,-2012,-8676,15656,-2132,-8760,13368,-1128,-9996,15208,-1792,-10108,15584,-1840,-9968,15516,-2256,-9976,15588,-3432,-10064,15800,-384,-13280,11844,-588,-13528,12692,-1852,-15672,13448,-3296,-10840,22728,1756,-12860,12832,-108,-10788,19432,-648,-10260,16536,-1396,-7972,17328,-1588,-8620,16748,-4772,-7972,13096,-2632,-10116,14988,-7016,-6236,13532,-6268,-7428,14364,-5904,-6740,14744,-7876,-8352,fall
13368,-1128,-9996,15208,-1792,-10108,15584,-1840,-9968,15516,-2256,-9976,15588,-3432,-10064,15800,-384,-13280,11844,-588,-13528,12692,-1852,-15672,13448,-3296,-10840,22728,1756,-12860,12832,-108,-10788,19432,-648,-10260,16536,-1396,-7972,17328,-1588,-8620,16748,-4772,-7972,13096,-2632,-10116,14988,-7016,-6236,13532,-6268,-7428,14364,-5904,-6740,14744,-7876,-8352,12696,-3120,-12808,11528,220,-11432,8476,9004,-12948,6556,10748,-12628,1980,13396,-10640,fall
15800,-384,-13280,11844,-588,-13528,12692,-1852,-15672,13448,-3296,-10840,22728,1756,-12860,12832,-108,-10788,19432,-648,-10260,16536,-1396,-7972,17328,-1588,-8620,16748,-4772,-7972,13096,-2632,-10116,14988,-7016,-6236,13532,-6268,-7428,14364,-5904,-6740,14744,-7876,-8352,12696,-3120,-12808,11528,220,-11432,8476,9004,-12948,6556,10748,-12628,1980,13396,-10640,3024,12980,-12444,-4052,13536,-10720,-740,12532,-12008,2804,10864,-14748,-1824,12660,-11828,fall
12832,-108,-10788,19432,-648,-10260,16536,-1396,-7972,17328,-1588,-8620,16748,-4772,-7972,13096,-2632,-10116,14988,-7016,-6236,13532,-6268,-7428,14364,-5904,-6740,14744,-7876,-8352,12696,-3120,-12808,11528,220,-11432,8476,9004,-12948,6556,10748,-12628,1980,13396,-10640,3024,12980,-12444,-4052,13536,-10720,-740,12532,-12008,2804,10864,-14748,-1824,12660,-11828,-6704,11812,-10044,-6664,12516,-9004,-6852,12804,-6988,-8728,12080,-9124,-8136,12508,-8608,fall
13096,-2632,-10116,14988,-7016,-6236,13532,-6268,-7428,14364,-5904,-6740,14744,-7876,-8352,12696,-3120,-12808,11528,220,-11432,8476,9004,-12948,6556,10748,-12628,1980,13396,-10640,3024,12980,-12444,-4052,13536,-10720,-740,12532,-12008,2804,10864,-14748,-1824,12660,-11828,-6704,11812,-10044,-6664,12516,-9004,-6852,12804,-6988,-8728,12080,-9124,-8136,12508,-8608,-8160,12188,-8112,-7876,12468,-8524,-7856,12416,-8152,-8072,12424,-8044,-7604,12424,-8084,fall
12696,-3120,-12808,11528,220,-11432,8476,9004,-12948,6556,10748,-12628,1980,13396,-10640,3024,12980,-12444,-4052,13536,-10720,-740,12532,-12008,2804,10864,-14748,-1824,12660,-11828,-6704,11812,-10044,-6664,12516,-9004,-6852,12804,-6988,-8728,12080,-9124,-8136,12508,-8608,-8160,12188,-8112,-7876,12468,-8524,-7856,12416,-8152,-8072,12424,-8044,-7604,12424,-8084,-9724,12284,-10072,-5340,11372,-12060,-8116,8824,-13412,-7044,7632,-15436,-6900,6756,-15096,fall
3024,12980,-12444,-4052,13536,-10720,-740,12532,-12008,2804,10864,-14748,-1824,12660,-11828,-6704,11812,-10044,-6664,12516,-9004,-6852,12804,-6988,-8728,12080,-9124,-8136,12508,-8608,-8160,12188,-8112,-7876,12468,-8524,-7856,12416,-8152,-8072,12424,-8044,-7604,12424,-8084,-9724,12284,-10072,-5340,11372,-12060,-8116,8824,-13412,-7044,7632,-15436,-6900,6756,-15096,-6852,6652,-14716,-4896,7068,-15748,-5512,6504,-15360,-3000,5804,-16800,-4740,7524,-9736,fall
-6704,11812,-10044,-6664,12516,-9004,-6852,12804,-6988,-8728,12080,-9124,-8136,12508,-8608,-8160,12188,-8112,-7876,12468,-8524,-7856,12416,-8152,-8072,12424,-8044,-7604,12424,-8084,-9724,12284,-10072,-5340,11372,-12060,-8116,8824,-13412,-7044,7632,-15436,-6900,6756,-15096,-6852,6652,-14716,-4896,7068,-15748,-5512,6504,-15360,-3000,5804,-16800,-4740,7524,-9736,-8428,-56,-16556,-8948,416,-16916,-8608,720,-16464,-8636,744,-16212,-8376,440,-16068,fall
-8160,12188,-8112,-7876,12468,-8524,-7856,12416,-8152,-8072,12424,-8044,-7604,12424,-8084,-9724,12284,-10072,-5340,11372,-12060,-8116,8824,-13412,-7044,7632,-15436,-6900,6756,-15096,-6852,6652,-14716,-4896,7068,-15748,-5512,6504,-15360,-3000,5804,-16800,-4740,7524,-9736,-8428,-56,-16556,-8948,416,-16916,-8608,720,-16464,-8636,744,-16212,-8376,440,-16068,-8648,800,-16088,-8336,1144,-15616,-7876,920,-16052,-8572,596,-15984,-8112,788,-15536,fall
-9724,12284,-10072,-5340,11372,-12060,-8116,8824,-13412,-7044,7632,-15436,-6900,6756,-15096,-6852,6652,-14716,-4896,7068,-15748,-5512,6504,-15360,-3000,5804,-16800,-4740,7524,-9736,-8428,-56,-16556,-8948,416,-16916,-8608,720,-16464,-8636,744,-16212,-8376,440,-16068,-8648,800,-16088,-8336,1144,-15616,-7876,920,-16052,-8572,596,-15984,-8112,788,-15536,-8332,976,-15564,-6924,-244,-17380,-7932,-332,-15120,-8864,428,-15392,-8396,1340,-14956,fall
-6852,6652,-14716,-4896,7068,-15748,-5512,6504,-15360,-3000,5804,-16800,-4740,7524,-9736,-8428,-56,-16556,-8948,416,-16916,-8608,720,-16464,-8636,744,-16212,-8376,440,-16068,-8648,800,-16088,-8336,1144,-15616,-7876,920,-16052,-8572,596,-15984,-8112,788,-15536,-8332,976,-15564,-6924,-244,-17380,-7932,-332,-15120,-8864,428,-15392,-8396,1340,-14956,-8996,944,-15740,-8712,888,-15608,-8828,1128,-15532,-8436,652,-14992,-8120,524,-16116,fall
-8428,-56,-16556,-8948,416,-16916,-8608,720,-16464,-8636,744,-16212,-8376,440,-16068,-8648,800,-16088,-8336,1144,-15616,-7876,920,-16052,-8572,596,-15984,-8112,788,-15536,-8332,976,-15564,-6924,-244,-17380,-7932,-332,-15120,-8864,428,-15392,-8396,1340,-14956,-8996,944,-15740,-8712,888,-15608,-8828,1128,-15532,-8436,652,-14992,-8120,524,-16116,-8580,528,-15940,-8352,340,-15916,-8568,576,-15820,-8508,580,-15920,-8460,632,-16000,fall
-8648,800,-16088,-8336,1144,-15616,-7876,920,-16052,-8572,596,-15984,-8112,788,-15536,-8332,976,-15564,-6924,-244,-17380,-7932,-332,-15120,-8864,428,-15392,-8396,1340,-14956,-8996,944,-15740,-8712,888,-15608,-8828,1128,-15532,-8436,652,-14992,-8120,524,-16116,-8580,528,-15940,-8352,340,-15916,-8568,576,-15820,-8508,580,-15920,-8460,632,-16000,-8756,644,-16288,-6016,984,-13144,-7716,940,-15092,-7860,2732,-14128,-8116,844,-17540,fall
-8332,976,-15564,-6924,-244,-17380,-7932,-332,-15120,-8864,428,-15392,-8396,1340,-14956,-8996,944,-15740,-8712,888,-15608,-8828,1128,-15532,-8436,652,-14992,-8120,524,-16116,-8580,528,-15940,-8352,340,-15916,-8568,576,-15820,-8508,580,-15920,-8460,632,-16000,-8756,644,-16288,-6016,984,-13144,-7716,940,-15092,-7860,2732,-14128,-8116,844,-17540,-6484,868,-17808,-10128,1376,-17392,-7896,1440,-15748,-6812,900,-16840,-10368,500,-14968,fall
-8996,944,-15740,-8712,888,-15608,-8828,1128,-15532,-8436,652,-14992,-8120,524,-16116,-8580,528,-15940,-8352,340,-15916,-8568,576,-15820,-8508,580,-15920,-8460,632,-16000,-8756,644,-16288,-6016,984,-13144,-7716,940,-15092,-7860,2732,-14128,-8116,844,-17540,-6484,868,-17808,-10128,1376,-17392,-7896,1440,-15748,-6812,900,-16840,-10368,500,-14968,-6324,1460,-19000,-4376,4288,-18100,-604,5360,-17588,-2756,8032,-17152,6424,7700,-14776,fall
-8580,528,-15940,-8352,340,-15916,-8568,576,-15820,-8508,580,-15920,-8460,632,-16000,-8756,644,-16288,-6016,984,-13144,-7716,940,-15092,-7860,2732,-14128,-8116,844,-17540,-6484,868,-17808,-10128,1376,-17392,-7896,1440,-15748,-6812,900,-16840,-10368,500,-14968,-6324,1460,-19000,-4376,4288,-18100,-604,5360,-17588,-2756,8032,-17152,6424,7700,-14776,18352,808,-5612,18704,-2980,-10784,13156,-2528,-12872,13240,-2704,-11660,13268,-2736,-12720,fall
-8756,644,-16288,-6016,984,-13144,-7716,940,-15092,-7860,2732,-14128,-8116,844,-17540,-6484,868,-17808,-10128,1376,-17392,-7896,1440,-15748,-6812,900,-16840,-10368,500,-14968,-6324,1460,-19000,-4376,4288,-18100,-604,5360,-17588,-2756,8032,-17152,6424,7700,-14776,18352,808,-5612,18704,-2980,-10784,13156,-2528,-12872,13240,-2704,-11660,13268,-2736,-12720,12388,-2796,-13068,12504,-3024,-13532,11144,-3128,-14644,10328,-2944,-15184,14804,-1632,-11160,fall
-6484,868,-17808,-10128,1376,-17392,-7896,1440,-15748,-6812,900,-16840,-10368,500,-14968,-6324,1460,-19000,-4376,4288,-18100,-604,5360,-17588,-2756,8032,-17152,6424,7700,-14776,18352,808,-5612,18704,-2980,-10784,13156,-2528,-12872,13240,-2704,-11660,13268,-2736,-12720,12388,-2796,-13068,12504,-3024,-13532,11144,-3128,-14644,10328,-2944,-15184,14804,-1632,-11160,14364,-1564,-11392,15336,-472,-11772,14184,2496,-7584,16512,3924,-7188,21404,5904,-8276,fall
-6324,1460,-19000,-4376,4288,-18100,-604,5360,-17588,-2756,8032,-17152,6424,7700,-14776,18352,808,-5612,18704,-2980,-10784,13156,-2528,-12872,13240,-2704,-11660,13268,-2736,-12720,12388,-2796,-13068,12504,-3024,-13532,11144,-3128,-14644,10328,-2944,-15184,14804,-1632,-11160,14364,-1564,-11392,15336,-472,-11772,14184,2496,-7584,16512,3924,-7188,21404,5904,-8276,18600,8080,-4016,16400,5340,-5464,15348,5204,-5440,16212,5944,-4128,14576,7032,-1552,fall
18352,808,-5612,18704,-2980,-10784,13156,-2528,-12872,13240,-2704,-11660,13268,-2736,-12720,12388,-2796,-13068,12504,-3024,-13532,11144,-3128,-14644,10328,-2944,-15184,14804,-1632,-11160,14364,-1564,-11392,15336,-472,-11772,14184,2496,-7584,16512,3924,-7188,21404,5904,-8276,18600,8080,-4016,16400,5340,-5464,15348,5204,-5440,16212,5944,-4128,14576,7032,-1552,12740,12452,2696,14284,6972,6600,3268,4264,9324,10132,2804,13092,6572,5780,12732,fall
12388,-2796,-13068,12504,-3024,-13532,11144,-3128,-14644,10328,-2944,-15184,14804,-1632,-11160,14364,-1564,-11392,15336,-472,-11772,14184,2496,-7584,16512,3924,-7188,21404,5904,-8276,18600,8080,-4016,16400,5340,-5464,15348,5204,-5440,16212,5944,-4128,14576,7032,-1552,12740,12452,2696,14284,6972,6600,3268,4264,9324,10132,2804,13092,6572,5780,12732,456,1060,12212,1668,56,14340,644,296,15968,-8072,2180,15532,-820,-1652,15972,fall
14364,-1564,-11392,15336,-472,-11772,14184,2496,-7584,16512,3924,-7188,21404,5904,-8276,18600,8080,-4016,16400,5340,-5464,15348,5204,-5440,16212,5944,-4128,14576,7032,-1552,12740,12452,2696,14284,6972,6600,3268,4264,9324,10132,2804,13092,6572,5780,12732,456,1060,12212,1668,56,14340,644,296,15968,-8072,2180,15532,-820,-1652,15972,-2256,992,16432,-5828,-3688,15164,-10488,8172,8272,-12296,-1424,12200,-11572,-2132,8272,fall
18600,8080,-4016,16400,5340,-5464,15348,5204,-5440,16212,5944,-4128,14576,7032,-1552,12740,12452,2696,14284,6972,6600,3268,4264,9324,10132,2804,13092,6572,5780,12732,456,1060,12212,1668,56,14340,644,296,15968,-8072,2180,15532,-820,-1652,15972,-2256,992,16432,-5828,-3688,15164,-10488,8172,8272,-12296,-1424,12200,-11572,-2132,8272,-11904,-8696,4356,-12628,-8312,4492,-10240,-1688,6128,-13164,-4896,4724,-7600,-9056,6496,fall
12740,12452,2696,14284,6972,6600,3268,4264,9324,10132,2804,13092,6572,5780,12732,456,1060,12212,1668,56,14340,644,296,15968,-8072,2180,15532,-820,-1652,15972,-2256,992,16432,-5828,-3688,15164,-10488,8172,8272,-12296,-1424,12200,-11572,-2132,8272,-11904,-8696,4356,-12628,-8312,4492,-10240,-1688,6128,-13164,-4896,4724,-7600,-9056,6496,-10292,-11352,5120,-9244,-11844,4516,-9504,-11272,4384,-9872,-11156,4340,-10248,-11032,4412,fall
456,1060,12212,1668,56,14340,644,296,15968,-8072,2180,15532,-820,-1652,15972,-2256,992,16432,-5828,-3688,15164,-10488,8172,8272,-12296,-1424,12200,-11572,-2132,8272,-11904,-8696,4356,-12628,-8312,4492,-10240,-1688,6128,-13164,-4896,4724,-7600,-9056,6496,-10292,-11352,5120,-9244,-11844,4516,-9504,-11272,4384,-9872,-11156,4340,-10248,-11032,4412,-10392,-10836,4672,-10104,-10768,4512,-10240,-10908,3268,-10988,-10936,2820,-10640,-10908,3604,fall
-2256,992,16432,-5828,-3688,15164,-10488,8172,8272,-12296,-1424,12200,-11572,-2132,8272,-11904,-8696,4356,-12628,-8312,4492,-10240,-1688,6128,-13164,-4896,4724,-7600,-9056,6496,-10292,-11352,5120,-9244,-11844,4516,-9504,-11272,4384,-9872,-11156,4340,-10248,-11032,4412,-10392,-10836,4672,-10104,-10768,4512,-10240,-10908,3268,-10988,-10936,2820,-10640,-10908,3604,-10436,-10896,3908,-10568,-10672,4164,-11116,-8900,5860,-10728,-9000,6632,-9976,-8488,7284,fall
-11904,-8696,4356,-12628,-8312,4492,-10240,-1688,6128,-13164,-4896,4724,-7600,-9056,6496,-10292,-11352,5120,-9244,-11844,4516,-9504,-11272,4384,-9872,-11156,4340,-10248,-11032,4412,-10392,-10836,4672,-10104,-10768,4512,-10240,-10908,3268,-10988,-10936,2820,-10640,-10908,3604,-10436,-10896,3908,-10568,-10672,4164,-11116,-8900,5860,-10728,-9000,6632,-9976,-8488,7284,-9628,-9876,5984,-10200,-10504,4588,-10632,-10076,4168,-11648,-9932,3592,-11440,-10408,3680,fall
-10292,-11352,5120,-9244,-11844,4516,-9504,-11272,4384,-9872,-11156,4340,-10248,-11032,4412,-10392,-10836,4672,-10104,-10768,4512,-10240,-10908,3268,-10988,-10936,2820,-10640,-10908,3604,-10436,-10896,3908,-10568,-10672,4164,-11116,-8900,5860,-10728,-9000,6632,-9976,-8488,7284,-9628,-9876,5984,-10200,-10504,4588,-10632,-10076,4168,-11648,-9932,3592,-11440,-10408,3680,-11196,-10128,3716,-1676,-15196,6084,6660,-12340,8556,196,-6688,10968,6648,-9492,13552,fall
-10392,-10836,4672,-10104,-10768,4512,-10240,-10908,3268,-10988,-10936,2820,-10640,-10908,3604,-10436,-10896,3908,-10568,-10672,4164,-11116,-8900,5860,-10728,-9000,6632,-9976,-8488,7284,-9628,-9876,5984,-10200,-10504,4588,-10632,-10076,4168,-11648,-9932,3592,-11440,-10408,3680,-11196,-10128,3716,-1676,-15196,6084,6660,-12340,8556,196,-6688,10968,6648,-9492,13552,4716,-8488,11784,5836,-8340,11336,5864,-7064,12092,5952,-7640,11740,6176,-7644,11896,fall
-10436,-10896,3908,-10568,-10672,4164,-11116,-8900,5860,-10728,-9000,6632,-9976,-8488,7284,-9628,-9876,5984,-10200,-10504,4588,-10632,-10076,4168,-11648,-9932,3592,-11440,-10408,3680,-11196,-10128,3716,-1676,-15196,6084,6660,-12340,8556,196,-6688,10968,6648,-9492,13552,4716,-8488,11784,5836,-8340,11336,5864,-7064,12092,5952,-7640,11740,6176,-7644,11896,6080,-6896,11832,5740,-7192,11964,5648,-7528,12064,5864,-6968,11924,5832,-7136,11740,fall
-9628,-9876,5984,-10200,-10504,4588,-10632,-10076,4168,-11648,-9932,3592,-11440,-10408,3680,-11196,-10128,3716,-1676,-15196,6084,6660,-12340,8556,196,-6688,10968,6648,-9492,13552,4716,-8488,11784,5836,-8340,11336,5864,-7064,12092,5952,-7640,11740,6176,-7644,11896,6080,-6896,11832,5740,-7192,11964,5648,-7528,12064,5864,-6968,11924,5832,-7136,11740,5792,-7324,11884,4812,-7696,12072,5336,-7496,12352,5868,-7064,12020,6076,-7428,11832,fall
-11196,-10128,3716,-1676,-15196,6084,6660,-12340,8556,196,-6688,10968,6648,-9492,13552,4716,-8488,11784,5836,-8340,11336,5864,-7064,12092,5952,-7640,11740,6176,-7644,11896,6080,-6896,11832,5740,-7192,11964,5648,-7528,12064,5864,-6968,11924,5832,-7136,11740,5792,-7324,11884,4812,-7696,12072,5336,-7496,12352,5868,-7064,12020,6076,-7428,11832,5532,-7432,11544,5420,-7952,12148,5496,-7388,12152,5816,-7516,11576,7908,-7508,12204,fall
4716,-8488,11784,5836,-8340,11336,5864,-7064,12092,5952,-7640,11740,6176,-7644,11896,6080,-6896,11832,5740,-7192,11964,5648,-7528,12064,5864,-6968,11924,5832,-7136,11740,5792,-7324,11884,4812,-7696,12072,5336,-7496,12352,5868,-7064,12020,6076,-7428,11832,5532,-7432,11544,5420,-7952,12148,5496,-7388,12152,5816,-7516,11576,7908,-7508,12204,5844,-7372,11840,5400,-7444,11620,5964,-7900,11980,5756,-7956,11692,5884,-7884,11560,fall
6080,-6896,11832,5740,-7192,11964,5648,-7528,12064,5864,-6968,11924,5832,-7136,11740,5792,-7324,11884,4812,-7696,12072,5336,-7496,12352,5868,-7064,12020,6076,-7428,11832,5532,-7432,11544,5420,-7952,12148,5496,-7388,12152,5816,-7516,11576,7908,-7508,12204,5844,-7372,11840,5400,-7444,11620,5964,-7900,11980,5756,-7956,11692,5884,-7884,11560,6196,-7600,11768,6076,-7668,11632,5624,-7592,11804,6196,-7628,11700,6140,-7428,11756,fall
5792,-7324,11884,4812,-7696,12072,5336,-7496,12352,5868,-7064,12020,6076,-7428,11832,5532,-7432,11544,5420,-7952,12148,5496,-7388,12152,5816,-7516,11576,7908,-7508,12204,5844,-7372,11840,5400,-7444,11620,5964,-7900,11980,5756,-7956,11692,5884,-7884,11560,6196,-7600,11768,6076,-7668,11632,5624,-7592,11804,6196,-7628,11700,6140,-7428,11756,6304,-7636,11724,6120,-7496,11868,6176,-7768,11952,5888,-8016,11848,6808,-7844,11536,fall
